ID,Class
7715,O
7716,z
7717,N
7718,N
7719,T
7720,T
7721,S
7722,I
7723,P
7724,O
7725,S
7726,i
7727,E
7728,N
7729,a
7730,I
7731,i
7732,N
7733,E
7734,D
7735,D
7736,n
7737,n
7738,R
7739,3
7740,o
7741,O
7742,A
7743,O
7744,U
7745,A
7746,R
7747,c
7748,N
7749,N
7750,T
7751,r
7752,C
7753,T
7754,F
7755,W
7756,R
7757,I
7758,e
7759,A
7760,R
7761,i
7762,S
7763,E
7764,w
7765,I
7766,i
7767,L
7768,S
7769,A
7770,N
7771,l
7772,N
7773,M
7774,R
7775,R
7776,H
7777,n
7778,o
7779,D
7780,O
7781,A
7782,r
7783,0
7784,I
7785,a
7786,L
7787,Y
7788,U
7789,0
7790,I
7791,5
7792,h
7793,t
7794,N
7795,A
7796,E
7797,N
7798,R
7799,O
7800,a
7801,n
7802,I
7803,R
7804,A
7805,I
7806,M
7807,v
7808,o
7809,D
7810,K
7811,0
7812,a
7813,c
7814,T
7815,H
7816,1
7817,E
7818,A
7819,u
7820,t
7821,F
7822,O
7823,r
7824,P
7825,a
7826,D
7827,r
7828,B
7829,P
7830,l
7831,P
7832,E
7833,s
7834,D
7835,R
7836,A
7837,P
7838,e
7839,S
7840,M
7841,e
7842,w
7843,4
7844,R
7845,a
7846,F
7847,r
7848,s
7849,5
7850,r
7851,R
7852,A
7853,N
7854,f
7855,I
7856,I
7857,o
7858,O
7859,B
7860,L
7861,w
7862,t
7863,u
7864,n
7865,7
7866,N
7867,R
7868,q
7869,A
7870,O
7871,E
7872,G
7873,L
7874,A
7875,h
7876,E
7877,6
7878,x
7879,N
7880,D
7881,e
7882,I
7883,O
7884,a
7885,O
7886,E
7887,D
7888,A
7889,O
7890,O
7891,2
7892,E
7893,A
7894,s
7895,N
7896,I
7897,f
7898,n
7899,J
7900,e
7901,e
7902,E
7903,S
7904,N
7905,T
7906,D
7907,V
7908,r
7909,O
7910,A
7911,K
7912,r
7913,O
7914,e
7915,C
7916,R
7917,X
7918,R
7919,I
7920,v
7921,J
7922,H
7923,R
7924,e
7925,e
7926,R
7927,Y
7928,a
7929,r
7930,O
7931,o
7932,h
7933,H
7934,F
7935,H
7936,O
7937,F
7938,h
7939,I
7940,T
7941,R
7942,H
7943,O
7944,I
7945,r
7946,R
7947,E
7948,D
7949,O
7950,T
7951,E
7952,A
7953,A
7954,I
7955,R
7956,I
7957,I
7958,I
7959,F
7960,I
7961,E
7962,N
7963,e
7964,C
7965,O
7966,I
7967,I
7968,S
7969,O
7970,S
7971,N
7972,s
7973,R
7974,i
7975,F
7976,A
7977,R
7978,a
7979,E
7980,e
7981,I
7982,F
7983,r
7984,o
7985,L
7986,c
7987,s
7988,E
7989,O
7990,I
7991,E
7992,l
7993,t
7994,C
7995,o
7996,O
7997,R
7998,0
7999,D
8000,N
8001,O
8002,R
8003,R
8004,c
8005,T
8006,T
8007,I
8008,M
8009,A
8010,I
8011,A
8012,G
8013,R
8014,I
8015,E
8016,L
8017,a
8018,r
8019,n
8020,T
8021,A
8022,E
8023,C
8024,H
8025,h
8026,O
8027,A
8028,o
8029,A
8030,n
8031,N
8032,o
8033,E
8034,i
8035,6
8036,M
8037,B
8038,T
8039,o
8040,u
8041,O
8042,I
8043,0
8044,E
8045,W
8046,a
8047,D
8048,6
8049,o
8050,C
8051,A
8052,3
8053,R
8054,H
8055,I
8056,N
8057,I
8058,I
8059,R
8060,R
8061,9
8062,R
8063,S
8064,R
8065,C
8066,C
8067,a
8068,l
8069,N
8070,N
8071,P
8072,I
8073,R
8074,C
8075,e
8076,O
8077,T
8078,R
8079,M
8080,u
8081,F
8082,t
8083,e
8084,N
8085,d
8086,U
8087,U
8088,E
8089,C
8090,K
8091,E
8092,T
8093,d
8094,E
8095,O
8096,r
8097,T
8098,D
8099,A
8100,S
8101,i
8102,i
8103,H
8104,I
8105,A
8106,I
8107,0
8108,D
8109,T
8110,A
8111,D
8112,i
8113,O
8114,d
8115,e
8116,L
8117,A
8118,N
8119,L
8120,A
8121,a
8122,O
8123,n
8124,I
8125,R
8126,0
8127,O
8128,I
8129,7
8130,L
8131,A
8132,M
8133,N
8134,H
8135,R
8136,C
8137,R
8138,I
8139,A
8140,O
8141,I
8142,e
8143,P
8144,T
8145,R
8146,W
8147,S
8148,O
8149,R
8150,C
8151,R
8152,R
8153,J
8154,e
8155,U
8156,r
8157,U
8158,I
8159,e
8160,7
8161,R
8162,S
8163,M
8164,S
8165,2
8166,A
8167,A
8168,e
8169,u
8170,O
8171,E
8172,i
8173,p
8174,S
8175,R
8176,I
8177,N
8178,w
8179,O
8180,I
8181,I
8182,o
8183,O
8184,E
8185,e
8186,D
8187,L
8188,A
8189,M
8190,e
8191,s
8192,I
8193,S
8194,6
8195,M
8196,e
8197,A
8198,S
8199,L
8200,A
8201,e
8202,T
8203,t
8204,i
8205,I
8206,N
8207,D
8208,e
8209,P
8210,E
8211,S
8212,H
8213,A
8214,T
8215,A
8216,N
8217,C
8218,R
8219,a
8220,K
8221,1
8222,A
8223,M
8224,I
8225,B
8226,N
8227,A
8228,I
8229,R
8230,s
8231,O
8232,T
8233,N
8234,E
8235,A
8236,I
8237,E
8238,I
8239,a
8240,u
8241,O
8242,o
8243,A
8244,h
8245,G
8246,I
8247,L
8248,V
8249,T
8250,A
8251,O
8252,M
8253,o
8254,e
8255,s
8256,Y
8257,P
8258,E
8259,N
8260,O
8261,M
8262,o
8263,I
8264,0
8265,O
8266,S
8267,0
8268,N
8269,O
8270,o
8271,C
8272,U
8273,t
8274,O
8275,E
8276,R
8277,R
8278,A
8279,B
8280,L
8281,D
8282,H
8283,A
8284,A
8285,L
8286,I
8287,T
8288,i
8289,O
8290,E
8291,I
8292,E
8293,O
8294,O
8295,T
8296,r
8297,N
8298,R
8299,o
8300,D
8301,o
8302,I
8303,O
8304,N
8305,O
8306,V
8307,I
8308,l
8309,N
8310,C
8311,E
8312,O
8313,N
8314,7
8315,A
8316,E
8317,L
8318,o
8319,D
8320,m
8321,J
8322,M
8323,P
8324,E
8325,R
8326,T
8327,r
8328,P
8329,I
8330,e
8331,A
8332,t
8333,G
8334,U
8335,O
8336,B
8337,A
8338,D
8339,C
8340,B
8341,T
8342,a
8343,A
8344,c
8345,N
8346,S
8347,R
8348,O
8349,o
8350,I
8351,R
8352,G
8353,I
8354,T
8355,V
8356,I
8357,R
8358,O
8359,l
8360,r
8361,I
8362,N
8363,e
8364,o
8365,D
8366,o
8367,o
8368,R
8369,S
8370,E
8371,T
8372,i
8373,o
8374,N
8375,P
8376,L
8377,R
8378,A
8379,N
8380,N
8381,n
8382,P
8383,R
8384,S
8385,a
8386,R
8387,I
8388,E
8389,R
8390,B
8391,1
8392,D
8393,e
8394,N
8395,S
8396,P
8397,O
8398,R
8399,I
8400,A
8401,r
8402,E
8403,I
8404,X
8405,S
8406,N
8407,S
8408,I
8409,E
8410,N
8411,E
8412,E
8413,n
8414,T
8415,D
8416,T
8417,B
8418,l
8419,G
8420,k
8421,N
8422,M
8423,N
8424,N
8425,O
8426,e
8427,h
8428,E
8429,D
8430,o
8431,T
8432,A
8433,H
8434,N
8435,O
8436,A
8437,N
8438,O
8439,A
8440,0
8441,A
8442,H
8443,p
8444,S
8445,t
8446,z
8447,R
8448,I
8449,I
8450,D
8451,n
8452,D
8453,a
8454,T
8455,Z
8456,o
8457,N
8458,R
8459,M
8460,A
8461,U
8462,O
8463,E
8464,L
8465,I
8466,N
8467,R
8468,E
8469,P
8470,C
8471,r
8472,S
8473,B
8474,N
8475,D
8476,R
8477,L
8478,r
8479,e
8480,1
8481,O
8482,P
8483,R
8484,C
8485,o
8486,e
8487,t
8488,S
8489,e
8490,A
8491,E
8492,D
8493,R
8494,R
8495,L
8496,S
8497,M
8498,R
8499,V
8500,c
8501,d
8502,4
8503,e
8504,h
8505,E
8506,T
8507,r
8508,H
8509,S
8510,t
8511,I
8512,N
8513,6
8514,E
8515,D
8516,V
8517,I
8518,0
8519,r
8520,T
8521,w
8522,T
8523,R
8524,I
8525,E
8526,s
8527,r
8528,D
8529,I
8530,N
8531,F
8532,m
8533,B
8534,A
8535,O
8536,H
8537,E
8538,A
8539,Z
8540,E
8541,H
8542,o
8543,i
8544,M
8545,P
8546,Y
8547,L
8548,T
8549,L
8550,S
8551,N
8552,O
8553,O
8554,R
8555,E
8556,9
8557,D
8558,H
8559,O
8560,I
8561,T
8562,o
8563,G
8564,a
8565,A
8566,1
8567,I
8568,A
8569,I
8570,I
8571,o
8572,I
8573,Y
8574,D
8575,I
8576,0
8577,O
8578,R
8579,N
8580,I
8581,I
8582,e
8583,c
8584,H
8585,I
8586,t
8587,6
8588,I
8589,n
8590,O
8591,o
8592,R
8593,I
8594,E
8595,r
8596,M
8597,I
8598,s
8599,i
8600,N
8601,L
8602,e
8603,l
8604,T
8605,E
8606,A
8607,U
8608,C
8609,l
8610,S
8611,O
8612,S
8613,A
8614,y
8615,s
8616,e
8617,R
8618,R
8619,d
8620,G
8621,R
8622,e
8623,I
8624,0
8625,D
8626,H
8627,E
8628,M
8629,M
8630,E
8631,P
8632,C
8633,e
8634,D
8635,A
8636,i
8637,C
8638,T
8639,I
8640,V
8641,S
8642,A
8643,n
8644,M
8645,O
8646,0
8647,e
8648,O
8649,N
8650,a
8651,B
8652,O
8653,E
8654,D
8655,S
8656,N
8657,I
8658,E
8659,w
8660,n
8661,O
8662,1
8663,I
8664,I
8665,A
8666,R
8667,I
8668,D
8669,h
8670,S
8671,N
8672,R
8673,u
8674,O
8675,I
8676,w
8677,H
8678,T
8679,5
8680,r
8681,X
8682,K
8683,E
8684,O
8685,C
8686,R
8687,o
8688,A
8689,0
8690,E
8691,S
8692,c
8693,0
8694,I
8695,N
8696,R
8697,O
8698,U
8699,r
8700,U
8701,E
8702,R
8703,T
8704,T
8705,7
8706,s
8707,I
8708,t
8709,a
8710,V
8711,1
8712,r
8713,H
8714,N
8715,I
8716,S
8717,I
8718,H
8719,R
8720,O
8721,R
8722,q
8723,N
8724,l
8725,V
8726,H
8727,A
8728,M
8729,S
8730,F
8731,O
8732,A
8733,0
8734,R
8735,R
8736,a
8737,A
8738,A
8739,L
8740,N
8741,I
8742,i
8743,r
8744,Y
8745,t
8746,R
8747,E
8748,I
8749,O
8750,E
8751,E
8752,r
8753,I
8754,a
8755,m
8756,T
8757,i
8758,R
8759,P
8760,t
8761,O
8762,A
8763,N
8764,O
8765,O
8766,O
8767,e
8768,g
8769,E
8770,O
8771,e
8772,R
8773,S
8774,e
8775,o
8776,e
8777,A
8778,R
8779,D
8780,D
8781,C
8782,c
8783,T
8784,C
8785,l
8786,L
8787,O
8788,T
8789,n
8790,T
8791,C
8792,O
8793,M
8794,0
8795,d
8796,O
8797,o
8798,N
8799,h
8800,o
8801,r
8802,M
8803,E
8804,a
8805,R
8806,S
8807,I
8808,M
8809,U
8810,B
8811,R
8812,a
8813,o
8814,O
8815,S
8816,e
8817,D
8818,R
8819,e
8820,L
8821,w
8822,A
8823,E
8824,T
8825,O
8826,c
8827,o
8828,R
8829,E
8830,R
8831,I
8832,O
8833,1
8834,8
8835,N
8836,o
8837,P
8838,I
8839,u
8840,e
8841,I
8842,A
8843,I
8844,a
8845,F
8846,i
8847,E
8848,1
8849,A
8850,S
8851,i
8852,O
8853,R
8854,O
8855,T
8856,e
8857,s
8858,P
8859,R
8860,I
8861,D
8862,G
8863,P
8864,R
8865,C
8866,N
8867,O
8868,L
8869,M
8870,U
8871,e
8872,A
8873,F
8874,0
8875,E
8876,E
8877,P
8878,O
8879,I
8880,T
8881,P
8882,G
8883,n
8884,A
8885,D
8886,r
8887,S
8888,P
8889,N
8890,r
8891,R
8892,O
8893,r
8894,n
8895,R
8896,M
8897,T
8898,e
8899,A
8900,e
8901,e
8902,a
8903,R
8904,O
8905,0
8906,n
8907,U
8908,M
8909,I
8910,r
8911,r
8912,B
8913,E
8914,t
8915,M
8916,E
8917,e
8918,A
8919,I
8920,O
8921,S
8922,N
8923,T
8924,i
8925,s
8926,g
8927,Y
8928,L
8929,v
8930,R
8931,M
8932,D
8933,L
8934,r
8935,R
8936,L
8937,R
8938,O
8939,N
8940,D
8941,a
8942,S
8943,n
8944,N
8945,x
8946,N
8947,L
8948,T
8949,H
8950,T
8951,A
8952,C
8953,r
8954,e
8955,I
8956,8
8957,N
8958,R
8959,C
8960,P
8961,I
8962,M
8963,R
8964,7
8965,n
8966,T
8967,S
8968,r
8969,N
8970,e
8971,a
8972,d
8973,A
8974,I
8975,R
8976,R
8977,e
8978,E
8979,n
8980,O
8981,3
8982,W
8983,U
8984,S
8985,E
8986,6
8987,D
8988,N
8989,O
8990,R
8991,A
8992,z
8993,i
8994,R
8995,N
8996,n
8997,J
8998,A
8999,A
9000,R
9001,N
9002,A
9003,e
9004,V
9005,A
9006,N
9007,G
9008,A
9009,N
9010,A
9011,O
9012,P
9013,M
9014,o
9015,t
9016,R
9017,l
9018,A
9019,P
9020,T
9021,T
9022,R
9023,A
9024,M
9025,I
9026,e
9027,D
9028,R
9029,l
9030,D
9031,A
9032,I
9033,I
9034,H
9035,a
9036,0
9037,R
9038,P
9039,N
9040,N
9041,M
9042,E
9043,t
9044,I
9045,J
9046,I
9047,N
9048,D
9049,i
9050,r
9051,2
9052,L
9053,r
9054,e
9055,A
9056,U
9057,n
9058,I
9059,s
9060,R
9061,I
9062,u
9063,i
9064,a
9065,h
9066,A
9067,T
9068,E
9069,O
9070,E
9071,T
9072,h
9073,O
9074,9
9075,n
9076,e
9077,V
