ID,Class
7272,G
7273,K
7274,s
7275,I
7276,1
7277,Y
7278,N
7279,L
7280,V
7281,n
7282,T
7283,T
7284,l
7285,2
7286,R
7287,O
7288,I
7289,A
7290,O
7291,V
7292,l
7293,E
7294,h
7295,o
7296,H
7297,A
7298,A
7299,w
7300,o
7301,S
7302,r
7303,D
7304,I
7305,E
7306,a
7307,O
7308,n
7309,T
7310,m
7311,E
7312,t
7313,s
7314,A
7315,F
7316,U
7317,S
7318,Q
7319,e
7320,C
7321,X
7322,I
7323,E
7324,S
7325,T
7326,O
7327,A
7328,C
7329,N
7330,E
7331,R
7332,s
7333,R
7334,I
7335,U
7336,2
7337,o
7338,H
7339,0
7340,l
7341,e
7342,E
7343,D
7344,n
7345,N
7346,A
7347,O
7348,P
7349,m
7350,A
7351,e
7352,L
7353,D
7354,j
7355,a
7356,C
7357,L
7358,t
7359,n
7360,t
7361,r
7362,R
7363,K
7364,Y
7365,C
7366,T
7367,2
7368,S
7369,E
7370,A
7371,r
7372,O
7373,I
7374,b
7375,R
7376,1
7377,H
7378,t
7379,A
7380,F
7381,2
7382,S
7383,E
7384,O
7385,6
7386,G
7387,a
7388,b
7389,i
7390,N
7391,U
7392,E
7393,S
7394,G
7395,M
7396,o
7397,L
7398,O
7399,D
7400,R
7401,c
7402,0
7403,N
7404,a
7405,M
7406,G
7407,E
7408,A
7409,0
7410,S
7411,N
7412,3
7413,t
7414,0
7415,N
7416,I
7417,r
7418,o
7419,C
7420,r
7421,I
7422,C
7423,O
7424,7
7425,R
7426,n
7427,e
7428,5
7429,E
7430,d
7431,j
7432,t
7433,A
7434,e
7435,T
7436,R
7437,a
7438,V
7439,i
7440,t
7441,R
7442,A
7443,T
7444,B
7445,S
7446,R
7447,K
7448,C
7449,U
7450,5
7451,L
7452,D
7453,7
7454,e
7455,A
7456,S
7457,O
7458,A
7459,i
7460,A
7461,R
7462,E
7463,O
7464,T
7465,T
7466,r
7467,D
7468,N
7469,h
7470,n
7471,r
7472,N
7473,I
7474,P
7475,A
7476,S
7477,R
7478,S
7479,d
7480,o
7481,C
7482,a
7483,a
7484,L
7485,A
7486,I
7487,L
7488,N
7489,E
7490,R
7491,x
7492,m
7493,A
7494,7
7495,I
7496,L
7497,C
7498,E
7499,I
7500,e
7501,a
7502,P
7503,B
7504,O
7505,Y
7506,L
7507,R
7508,O
7509,A
7510,T
7511,O
7512,R
7513,S
7514,A
7515,S
7516,r
7517,L
7518,E
7519,H
7520,E
7521,R
7522,E
7523,A
7524,O
7525,N
7526,T
7527,O
7528,I
7529,T
7530,S
7531,g
7532,D
7533,A
7534,c
7535,0
7536,3
7537,C
7538,t
7539,R
7540,l
7541,U
7542,R
7543,N
7544,L
7545,O
7546,D
7547,I
7548,E
7549,R
7550,A
7551,K
7552,i
7553,I
7554,s
7555,E
7556,R
7557,N
7558,m
7559,S
7560,M
7561,o
7562,A
7563,1
7564,T
7565,O
7566,A
7567,D
7568,S
7569,D
7570,e
7571,7
7572,E
7573,D
7574,d
7575,e
7576,H
7577,f
7578,o
7579,R
7580,R
7581,H
7582,O
7583,E
7584,N
7585,n
7586,C
7587,e
7588,T
7589,A
7590,S
7591,P
7592,E
7593,T
7594,M
7595,C
7596,O
7597,n
7598,T
7599,E
7600,r
7601,i
7602,L
7603,M
7604,A
7605,H
7606,I
7607,D
7608,A
7609,L
7610,C
7611,V
7612,p
7613,0
7614,I
7615,l
7616,A
7617,r
7618,i
7619,G
7620,f
7621,M
7622,1
7623,E
7624,A
7625,C
7626,A
7627,D
7628,N
7629,R
7630,A
7631,G
7632,I
7633,A
7634,S
7635,A
7636,K
7637,R
7638,0
7639,3
7640,T
7641,E
7642,2
7643,O
7644,e
7645,H
7646,T
7647,E
7648,A
7649,A
7650,s
7651,R
7652,I
7653,A
7654,S
7655,5
7656,l
7657,Y
7658,A
7659,R
7660,O
7661,G
7662,R
7663,M
7664,V
7665,L
7666,M
7667,H
7668,1
7669,P
7670,N
7671,6
7672,O
7673,T
7674,L
7675,l
7676,2
7677,D
7678,O
7679,I
7680,I
7681,A
7682,3
7683,s
7684,s
7685,H
7686,R
7687,N
7688,S
7689,N
7690,E
7691,J
7692,M
7693,C
7694,A
7695,u
7696,H
7697,O
7698,r
7699,n
7700,O
7701,I
7702,N
7703,P
7704,i
7705,R
7706,I
7707,R
7708,L
7709,R
7710,O
7711,N
7712,P
7713,e
7714,a
7715,G
7716,E
7717,r
7718,O
7719,T
7720,T
7721,R
7722,8
7723,P
7724,O
7725,S
7726,t
7727,A
7728,B
7729,5
7730,E
7731,w
7732,N
7733,E
7734,O
7735,N
7736,n
7737,5
7738,R
7739,X
7740,a
7741,D
7742,A
7743,U
7744,E
7745,h
7746,H
7747,c
7748,S
7749,N
7750,K
7751,y
7752,t
7753,T
7754,E
7755,I
7756,R
7757,n
7758,N
7759,A
7760,B
7761,I
7762,S
7763,S
7764,N
7765,I
7766,M
7767,u
7768,R
7769,D
7770,N
7771,l
7772,R
7773,E
7774,R
7775,R
7776,A
7777,d
7778,H
7779,O
7780,A
7781,A
7782,t
7783,o
7784,T
7785,o
7786,N
7787,1
7788,N
7789,E
7790,S
7791,l
7792,T
7793,i
7794,N
7795,A
7796,E
7797,N
7798,m
7799,O
7800,S
7801,Y
7802,T
7803,A
7804,A
7805,R
7806,N
7807,O
7808,o
7809,H
7810,K
7811,O
7812,H
7813,C
7814,i
7815,S
7816,E
7817,O
7818,X
7819,T
7820,t
7821,l
7822,P
7823,C
7824,e
7825,A
7826,E
7827,c
7828,5
7829,R
7830,s
7831,P
7832,O
7833,R
7834,D
7835,H
7836,S
7837,R
7838,I
7839,S
7840,T
7841,e
7842,x
7843,E
7844,R
7845,r
7846,I
7847,L
7848,S
7849,S
7850,r
7851,R
7852,A
7853,M
7854,P
7855,7
7856,T
7857,b
7858,O
7859,A
7860,L
7861,w
7862,V
7863,B
7864,R
7865,P
7866,N
7867,K
7868,E
7869,A
7870,g
7871,E
7872,G
7873,I
7874,A
7875,R
7876,E
7877,N
7878,X
7879,N
7880,R
7881,I
7882,E
7883,C
7884,n
7885,G
7886,N
7887,S
7888,N
7889,O
7890,o
7891,O
7892,R
7893,E
7894,s
7895,N
7896,l
7897,L
7898,d
7899,E
7900,e
7901,e
7902,E
7903,S
7904,N
7905,T
7906,T
7907,V
7908,A
7909,B
7910,A
7911,K
7912,e
7913,G
7914,s
7915,C
7916,H
7917,w
7918,A
7919,L
7920,V
7921,C
7922,6
7923,h
7924,4
7925,F
7926,r
7927,Y
7928,C
7929,r
7930,n
7931,a
7932,R
7933,R
7934,Y
7935,n
7936,H
7937,t
7938,N
7939,I
7940,T
7941,e
7942,H
7943,0
7944,I
7945,r
7946,D
7947,E
7948,R
7949,T
7950,i
7951,V
7952,A
7953,A
7954,I
7955,e
7956,Y
7957,I
7958,T
7959,P
7960,C
7961,E
7962,T
7963,o
7964,T
7965,o
7966,I
7967,s
7968,B
7969,R
7970,S
7971,N
7972,T
7973,R
7974,i
7975,P
7976,A
7977,I
7978,e
7979,T
7980,J
7981,T
7982,F
7983,d
7984,S
7985,L
7986,r
7987,e
7988,e
7989,O
7990,T
7991,I
7992,a
7993,e
7994,C
7995,o
7996,o
7997,F
7998,n
7999,g
8000,N
8001,O
8002,S
8003,e
8004,R
8005,T
8006,T
8007,i
8008,T
8009,6
8010,I
8011,r
8012,R
8013,E
8014,T
8015,E
8016,L
8017,o
8018,r
8019,o
8020,T
8021,S
8022,E
8023,C
8024,H
8025,N
8026,a
8027,L
8028,P
8029,A
8030,r
8031,N
8032,I
8033,e
8034,t
8035,S
8036,M
8037,E
8038,T
8039,A
8040,u
8041,o
8042,B
8043,i
8044,t
8045,N
8046,H
8047,O
8048,R
8049,o
8050,t
8051,A
8052,J
8053,C
8054,R
8055,G
8056,N
8057,I
8058,a
8059,H
8060,A
8061,D
8062,P
8063,S
8064,P
8065,M
8066,X
8067,a
8068,r
8069,i
8070,N
8071,7
8072,I
8073,S
8074,4
8075,D
8076,O
8077,O
8078,D
8079,M
8080,S
8081,C
8082,5
8083,R
8084,N
8085,g
8086,8
8087,K
8088,L
8089,L
8090,S
8091,S
8092,T
8093,0
8094,E
8095,o
8096,l
8097,9
8098,L
8099,A
8100,5
8101,r
8102,I
8103,S
8104,I
8105,D
8106,U
8107,j
8108,n
8109,T
8110,A
8111,L
8112,i
8113,m
8114,b
8115,N
8116,L
8117,N
8118,N
8119,L
8120,A
8121,X
8122,G
8123,n
8124,I
8125,T
8126,D
8127,E
8128,T
8129,4
8130,T
8131,n
8132,e
8133,N
8134,H
8135,R
8136,i
8137,n
8138,L
8139,5
8140,O
8141,I
8142,O
8143,e
8144,T
8145,K
8146,N
8147,S
8148,O
8149,l
8150,s
8151,H
8152,m
8153,R
8154,e
8155,N
8156,m
8157,R
8158,z
8159,D
8160,A
8161,H
8162,R
8163,N
8164,e
8165,2
8166,A
8167,a
8168,G
8169,r
8170,R
8171,E
8172,T
8173,M
8174,S
8175,e
8176,Y
8177,A
8178,R
8179,I
8180,T
8181,l
8182,O
8183,O
8184,E
8185,S
8186,C
8187,L
8188,A
8189,R
8190,E
8191,s
8192,i
8193,F
8194,R
8195,S
8196,S
8197,A
8198,S
8199,C
8200,A
8201,A
8202,T
8203,R
8204,o
8205,D
8206,N
8207,C
8208,e
8209,C
8210,E
8211,h
8212,E
8213,A
8214,T
8215,m
8216,N
8217,C
8218,o
8219,j
8220,K
8221,I
8222,N
8223,R
8224,I
8225,U
8226,V
8227,X
8228,R
8229,e
8230,s
8231,R
8232,T
8233,W
8234,A
8235,D
8236,I
8237,m
8238,E
8239,H
8240,B
8241,O
8242,a
8243,H
8244,a
8245,e
8246,t
8247,r
8248,U
8249,T
8250,A
8251,c
8252,M
8253,I
8254,O
8255,R
8256,Y
8257,P
8258,R
8259,N
8260,Q
8261,D
8262,O
8263,S
8264,S
8265,E
8266,G
8267,e
8268,N
8269,t
8270,o
8271,E
8272,E
8273,9
8274,o
8275,C
8276,R
8277,e
8278,A
8279,i
8280,A
8281,C
8282,R
8283,n
8284,s
8285,L
8286,S
8287,M
8288,i
8289,G
8290,A
8291,i
8292,n
8293,4
8294,O
8295,i
8296,r
8297,N
8298,E
8299,K
8300,E
8301,0
8302,J
8303,R
8304,N
8305,O
8306,N
8307,I
8308,C
8309,N
8310,C
8311,E
8312,A
8313,I
8314,7
8315,A
8316,e
8317,L
8318,O
8319,O
8320,s
8321,O
8322,S
8323,r
8324,E
8325,N
8326,T
8327,M
8328,L
8329,I
8330,O
8331,A
8332,R
8333,K
8334,N
8335,h
8336,O
8337,A
8338,h
8339,r
8340,e
8341,C
8342,a
8343,S
8344,v
8345,N
8346,e
8347,i
8348,O
8349,r
8350,T
8351,6
8352,A
8353,l
8354,S
8355,I
8356,I
8357,E
8358,U
8359,1
8360,r
8361,A
8362,N
8363,N
8364,O
8365,b
8366,S
8367,O
8368,N
8369,S
8370,E
8371,r
8372,i
8373,a
8374,N
8375,P
8376,L
8377,R
8378,A
8379,N
8380,N
8381,n
8382,P
8383,K
8384,S
8385,a
8386,n
8387,U
8388,H
8389,R
8390,H
8391,L
8392,D
8393,A
8394,N
8395,N
8396,P
8397,3
8398,R
8399,I
8400,A
8401,C
8402,R
8403,t
8404,6
8405,5
8406,N
8407,S
8408,S
8409,E
8410,a
8411,a
8412,B
8413,E
8414,T
8415,V
8416,S
8417,E
8418,l
8419,R
8420,k
8421,z
8422,H
8423,N
8424,N
8425,O
8426,A
8427,4
8428,E
8429,S
8430,O
8431,4
8432,B
8433,H
8434,O
8435,O
8436,I
8437,A
8438,O
8439,A
8440,O
8441,A
8442,A
8443,E
8444,S
8445,t
8446,Z
8447,S
8448,I
8449,6
8450,v
8451,z
8452,D
8453,I
8454,l
8455,7
8456,2
8457,A
8458,I
8459,N
8460,E
8461,O
8462,o
8463,E
8464,L
8465,z
8466,Z
8467,A
8468,L
8469,E
8470,G
8471,t
8472,S
8473,E
8474,R
8475,O
8476,N
8477,E
8478,T
8479,C
8480,O
8481,D
8482,R
8483,R
8484,C
8485,H
8486,2
8487,0
8488,B
8489,e
8490,A
8491,S
8492,O
8493,R
8494,e
8495,S
8496,S
8497,P
8498,E
8499,L
8500,O
8501,A
8502,O
8503,T
8504,T
8505,E
8506,T
8507,R
8508,N
8509,I
8510,N
8511,S
8512,A
8513,E
8514,w
8515,O
8516,E
8517,I
8518,O
8519,U
8520,t
8521,A
8522,r
8523,R
8524,t
8525,N
8526,E
8527,A
8528,D
8529,1
8530,u
8531,P
8532,e
8533,E
8534,P
8535,O
8536,H
8537,i
8538,A
8539,Z
8540,A
8541,A
8542,o
8543,L
8544,C
8545,r
8546,o
8547,L
8548,T
8549,T
8550,6
8551,R
8552,G
8553,G
8554,A
8555,E
8556,S
8557,D
8558,M
8559,I
8560,I
8561,Y
8562,o
8563,S
8564,5
8565,U
8566,v
8567,j
8568,G
8569,r
8570,I
8571,o
8572,R
8573,N
8574,O
8575,3
8576,0
8577,E
8578,R
8579,a
8580,A
8581,A
8582,e
8583,o
8584,H
8585,E
8586,1
8587,x
8588,A
8589,R
8590,5
8591,X
8592,R
8593,E
8594,E
8595,r
8596,M
8597,O
8598,E
8599,I
8600,N
8601,L
8602,e
8603,a
8604,T
8605,E
8606,A
8607,t
8608,N
8609,O
8610,D
8611,7
8612,I
8613,S
8614,S
8615,T
8616,G
8617,R
8618,n
8619,e
8620,K
8621,R
8622,e
8623,I
8624,0
8625,A
8626,n
8627,E
8628,P
8629,H
8630,S
8631,T
8632,O
8633,S
8634,N
8635,E
8636,I
8637,G
8638,T
8639,w
8640,E
8641,S
8642,V
8643,R
8644,M
8645,D
8646,O
8647,E
8648,o
8649,N
8650,E
8651,N
8652,E
8653,E
8654,E
8655,S
8656,N
8657,I
8658,B
8659,I
8660,E
8661,O
8662,1
8663,I
8664,e
8665,s
8666,0
8667,P
8668,D
8669,A
8670,s
8671,N
8672,R
8673,6
8674,O
8675,y
8676,E
8677,u
8678,T
8679,2
8680,r
8681,T
8682,R
8683,E
8684,O
8685,6
8686,N
8687,E
8688,A
8689,S
8690,K
8691,S
8692,I
8693,0
8694,i
8695,N
8696,c
8697,O
8698,A
8699,N
8700,G
8701,E
8702,E
8703,F
8704,T
8705,7
8706,S
8707,T
8708,N
8709,I
8710,K
8711,M
8712,O
8713,T
8714,N
8715,i
8716,R
8717,H
8718,N
8719,R
8720,o
8721,R
8722,V
8723,N
8724,t
8725,V
8726,g
8727,C
8728,N
8729,S
8730,P
8731,n
8732,R
8733,J
8734,R
8735,e
8736,K
8737,A
8738,R
8739,L
8740,N
8741,I
8742,H
8743,z
8744,V
8745,0
8746,R
8747,2
8748,A
8749,O
8750,E
8751,3
8752,E
8753,P
8754,A
8755,e
8756,T
8757,l
8758,R
8759,E
8760,t
8761,O
8762,A
8763,N
8764,L
8765,0
8766,d
8767,e
8768,L
8769,R
8770,E
8771,T
8772,a
8773,S
8774,e
8775,4
8776,A
8777,D
8778,R
8779,D
8780,U
8781,C
8782,O
8783,T
8784,O
8785,A
8786,L
8787,O
8788,S
8789,R
8790,1
8791,C
8792,U
8793,I
8794,O
8795,E
8796,O
8797,L
8798,N
8799,R
8800,i
8801,A
8802,T
8803,E
8804,a
8805,a
8806,S
8807,I
8808,d
8809,S
8810,E
8811,R
8812,O
8813,p
8814,Y
8815,3
8816,I
8817,5
8818,0
8819,C
8820,L
8821,s
8822,A
8823,E
8824,T
8825,C
8826,Q
8827,G
8828,A
8829,E
8830,1
8831,I
8832,O
8833,N
8834,N
8835,N
8836,A
8837,P
8838,I
8839,R
8840,I
8841,N
8842,B
8843,O
8844,N
8845,Z
8846,T
8847,V
8848,l
8849,A
8850,S
8851,A
8852,O
8853,R
8854,O
8855,e
8856,B
8857,A
8858,2
8859,R
8860,z
8861,D
8862,U
8863,m
8864,N
8865,e
8866,N
8867,O
8868,L
8869,I
8870,D
8871,A
8872,A
8873,H
8874,L
8875,E
8876,E
8877,I
8878,o
8879,i
8880,T
8881,e
8882,G
8883,A
8884,A
8885,o
8886,1
8887,3
8888,P
8889,N
8890,c
8891,R
8892,O
8893,I
8894,n
8895,R
8896,B
8897,T
8898,t
8899,A
8900,e
8901,E
8902,o
8903,R
8904,O
8905,O
8906,O
8907,O
8908,O
8909,I
8910,i
8911,1
8912,C
8913,E
8914,H
8915,R
8916,E
8917,a
8918,n
8919,X
8920,D
8921,H
8922,N
8923,V
8924,i
8925,S
8926,O
8927,s
8928,L
8929,r
8930,R
8931,M
8932,R
8933,L
8934,r
8935,A
8936,R
8937,K
8938,O
8939,N
8940,H
8941,e
8942,S
8943,R
8944,N
8945,i
8946,N
8947,I
8948,V
8949,H
8950,r
8951,C
8952,O
8953,r
8954,a
8955,E
8956,E
8957,A
8958,r
8959,C
8960,P
8961,S
8962,M
8963,2
8964,T
8965,M
8966,T
8967,s
8968,E
8969,I
8970,e
8971,D
8972,H
8973,A
8974,I
8975,a
8976,a
8977,O
8978,o
8979,O
8980,P
8981,R
8982,I
8983,s
8984,S
8985,E
8986,S
8987,r
8988,N
8989,L
8990,D
8991,A
8992,A
8993,I
8994,I
8995,C
8996,n
8997,R
8998,A
8999,A
9000,y
9001,N
9002,A
9003,O
9004,N
9005,A
9006,H
9007,n
9008,I
9009,U
9010,A
9011,O
9012,P
9013,n
9014,d
9015,t
9016,R
9017,Y
9018,T
9019,P
9020,T
9021,T
9022,E
9023,A
9024,n
9025,A
9026,S
9027,D
9028,R
9029,C
9030,A
9031,A
9032,2
9033,T
9034,E
9035,I
9036,0
9037,R
9038,8
9039,N
9040,N
9041,W
9042,E
9043,L
9044,I
9045,a
9046,1
9047,N
9048,S
9049,S
9050,R
9051,S
9052,r
9053,N
9054,B
9055,A
9056,N
9057,n
9058,I
9059,s
9060,S
9061,D
9062,S
9063,u
9064,S
9065,S
9066,A
9067,T
9068,c
9069,O
9070,E
9071,T
9072,R
9073,O
